CustomerKey,Occupation,Name,BirthDate,MaritalStatus,Gender,YearlyIncome,NumberChildren,Region
25562,Clerical,Bonnie Sharma,1999년 10월 9일 토요일,M,F,20000,0,Australia
25563,Clerical,Natasha Serrano,1998년 4월 28일 화요일,S,F,20000,0,Australia
25710,Clerical,Diana Gill,1999년 11월 21일 일요일,M,F,20000,0,Australia
25711,Clerical,Mario Luo,1999년 9월 23일 목요일,S,M,20000,0,Australia
25712,Clerical,Brent He,1999년 8월 16일 월요일,S,M,20000,0,Australia
25713,Clerical,Latasha Gill,1999년 3월 19일 금요일,S,F,20000,0,Australia
25714,Clerical,Darren Gutierrez,1998년 9월 3일 목요일,S,M,20000,0,Australia
25715,Clerical,Tabitha Sara,1998년 7월 21일 화요일,S,F,20000,0,Australia
25716,Clerical,Edwin Gao,1998년 11월 25일 수요일,S,M,20000,0,Australia
25717,Clerical,Ernest Guo,1998년 3월 18일 수요일,M,M,20000,0,Australia
26920,Clerical,Jon Chen,1999년 3월 23일 화요일,M,M,20000,0,Australia
26921,Clerical,Cynthia Weber,1999년 8월 20일 금요일,M,F,20000,0,Australia
26923,Clerical,Krystal Ye,1998년 9월 7일 월요일,M,F,20000,0,Australia
27863,Clerical,Carolyn Ruiz,2000년 7월 25일 화요일,M,F,20000,0,Australia
27864,Clerical,Shaun Luo,2000년 5월 23일 화요일,S,M,20000,0,Australia
27872,Clerical,Ivan Martinez,1999년 2월 2일 화요일,S,M,20000,0,Australia
27873,Clerical,Dawn Xu,1998년 4월 3일 금요일,M,F,20000,0,Australia
27874,Clerical,Randy Zhao,1998년 6월 18일 목요일,S,M,20000,0,Australia
27877,Clerical,Rebekah Dominguez,1997년 2월 16일 일요일,S,F,20000,0,Australia
28484,Clerical,Harold Raman,1999년 9월 13일 월요일,M,M,20000,0,Australia
28485,Clerical,Bianca Wu,1998년 2월 2일 월요일,S,F,20000,0,Australia
28486,Clerical,Rebekah Chandra,1998년 10월 8일 목요일,M,F,20000,0,Australia
28487,Clerical,Gerald Gill,1998년 10월 3일 토요일,S,M,20000,0,Australia
29453,Clerical,Victor Vazquez,2000년 8월 25일 금요일,M,M,20000,0,Australia
29462,Clerical,Clinton Hernandez,1999년 7월 22일 목요일,S,M,20000,0,Australia
11052,Clerical,Heidi Lopez,1971년 8월 7일 토요일,S,F,40000,0,Australia
13047,Clerical,Rodney Vazquez,1972년 9월 2일 토요일,M,M,40000,0,Australia
15022,Clerical,Latasha Gutierrez,1971년 11월 16일 화요일,M,F,40000,0,Australia
15025,Clerical,Kristi Subram,1972년 7월 18일 화요일,S,F,40000,0,Australia
15026,Clerical,Felicia Diaz,1972년 7월 9일 일요일,S,F,40000,0,Australia
16484,Clerical,Dustin Lal,1970년 2월 7일 토요일,M,M,40000,0,Australia
16492,Clerical,Theodore Sanz,1972년 3월 24일 금요일,M,M,40000,0,Australia
17502,Clerical,Wayne Kumar,1974년 10월 13일 일요일,S,M,40000,0,Australia
17503,Clerical,Molly Suri,1974년 7월 22일 월요일,M,F,40000,0,Australia
21391,Clerical,Dawn Xie,1974년 7월 4일 목요일,M,F,40000,0,Australia
21392,Clerical,Kelli Lin,1974년 2월 22일 금요일,M,F,40000,0,Australia
22179,Clerical,Abby Mehta,1974년 2월 8일 금요일,M,F,40000,0,Australia
23105,Clerical,Karl Andersen,1974년 2월 14일 목요일,S,M,40000,0,Australia
24280,Clerical,Peter Shan,1974년 10월 1일 화요일,S,M,40000,0,Australia
24281,Clerical,Marie Suri,1974년 4월 13일 토요일,S,F,40000,0,Australia
25031,Clerical,Kristina Malhotra,1974년 11월 27일 수요일,S,F,40000,0,Australia
25032,Clerical,Meredith Rana,1974년 1월 17일 목요일,S,F,40000,0,Australia
25033,Clerical,Omar Zhu,1974년 11월 12일 화요일,S,M,40000,0,Australia
25947,Clerical,Sam Wilson,1974년 10월 13일 일요일,S,M,40000,0,Australia
25948,Clerical,Christine Stone,1974년 5월 10일 금요일,S,F,40000,0,Australia
25949,Clerical,Summer Raman,1974년 1월 18일 금요일,S,F,40000,0,Australia
26564,Clerical,Franklin Chen,1974년 9월 26일 목요일,S,M,40000,0,Australia
26565,Clerical,Gabriel Mitchell,1974년 5월 20일 월요일,S,M,40000,0,Australia
26566,Clerical,Crystal Chen,1974년 3월 23일 토요일,S,F,40000,0,Australia
27495,Clerical,Nina Luo,1974년 8월 24일 토요일,S,F,40000,0,Australia
27496,Clerical,Stanley Suri,1974년 8월 27일 화요일,S,M,40000,0,Australia
27497,Clerical,Johnathan Rana,1974년 8월 3일 토요일,S,M,40000,0,Australia
28117,Clerical,Craig Vazquez,1974년 8월 15일 목요일,S,M,40000,0,Australia
29100,Clerical,Vanessa Diaz,1974년 1월 19일 토요일,S,F,40000,0,Australia
29101,Clerical,Monique Rubio,1974년 6월 8일 토요일,S,F,40000,0,Australia
11018,Clerical,Clarence Rai,1964년 10월 9일 금요일,S,M,30000,0,Australia
11026,Clerical,Harold Sai,1966년 4월 3일 일요일,S,M,30000,0,Australia
11119,Clerical,Evan James,1955년 4월 10일 일요일,S,M,30000,0,Australia
11139,Clerical,Tanya Moreno,1958년 11월 9일 일요일,S,F,30000,0,Australia
11929,Clerical,Virginia Gonzalez,1966년 2월 12일 토요일,S,F,30000,0,Australia
11944,Clerical,Rachael Rodriguez,1970년 10월 15일 목요일,S,F,30000,0,Australia
12011,Clerical,Morgan Johnson,1955년 2월 17일 목요일,S,F,30000,0,Australia
12013,Clerical,Kayla Lewis,1973년 3월 7일 수요일,S,F,30000,0,Australia
13021,Clerical,Kendra Diaz,1966년 7월 9일 토요일,S,F,30000,0,Australia
13036,Clerical,Virginia Subram,1970년 2월 3일 화요일,S,F,30000,0,Australia
13150,Clerical,Lacey Yang,1957년 6월 10일 월요일,S,F,30000,0,Australia
14011,Clerical,Roger Shen,1970년 11월 8일 일요일,S,M,30000,0,Australia
14344,Clerical,Kurt Xie,1959년 9월 21일 월요일,S,M,30000,0,Australia
14855,Clerical,Deanna Weber,1968년 12월 24일 화요일,S,F,30000,0,Australia
15435,Clerical,Geoffrey Raman,1966년 10월 12일 수요일,S,M,30000,0,Australia
15436,Clerical,Patricia Suri,1966년 9월 20일 화요일,S,F,30000,0,Australia
16928,Clerical,Bryan Stewart,1966년 10월 21일 금요일,S,M,30000,0,Australia
16931,Clerical,Dalton Lee,1967년 9월 14일 목요일,S,M,30000,0,Australia
18319,Clerical,Aimee Sun,1957년 8월 16일 금요일,S,F,30000,0,Australia
18333,Clerical,Meredith Patel,1961년 8월 21일 월요일,S,F,30000,0,Australia
18458,Clerical,Gregory She,1970년 4월 12일 일요일,S,M,30000,0,Australia
20416,Clerical,Dale Goel,1969년 12월 22일 월요일,S,M,30000,0,Australia
21208,Clerical,Olivia Griffin,1952년 6월 5일 목요일,S,F,30000,0,Australia
22964,Clerical,Eric Hayes,1955년 5월 1일 일요일,S,M,30000,0,Australia
22965,Clerical,Carrie Gomez,1956년 7월 2일 월요일,S,F,30000,0,Australia
22986,Clerical,Carly Jai,1960년 7월 27일 수요일,S,F,30000,0,Australia
23079,Clerical,Justine Ryan,1967년 11월 11일 토요일,S,F,30000,0,Australia
23097,Clerical,Tony Natsuhara,1970년 9월 7일 월요일,S,M,30000,0,Australia
23098,Clerical,Pedro Rubio,1970년 1월 16일 금요일,S,M,30000,0,Australia
23316,Clerical,Billy Blanco,1967년 8월 6일 일요일,S,M,30000,0,Australia
23562,Clerical,Warren Luo,1958년 8월 12일 화요일,S,M,30000,0,Australia
23569,Clerical,Vanessa Price,1959년 5월 7일 목요일,S,F,30000,0,Australia
24249,Clerical,Jesse Howard,1967년 3월 18일 토요일,S,M,30000,0,Australia
24251,Clerical,Jay Browning,1967년 2월 1일 수요일,S,M,30000,0,Australia
24483,Clerical,Arthur Kapoor,1956년 6월 16일 토요일,S,M,30000,0,Australia
24495,Clerical,Kellie Ortega,1957년 2월 14일 목요일,S,F,30000,0,Australia
25010,Clerical,Misty Kumar,1966년 5월 2일 월요일,S,F,30000,0,Australia
25245,Clerical,Francis Gutierrez,1956년 2월 27일 월요일,S,M,30000,0,Australia
25266,Clerical,Kari Suri,1959년 4월 23일 목요일,S,F,30000,0,Australia
25918,Clerical,Carly Anand,1966년 2월 10일 목요일,S,F,30000,0,Australia
25921,Clerical,Colin Shan,1967년 9월 20일 수요일,S,M,30000,0,Australia
25922,Clerical,Veronica Malhotra,1967년 9월 14일 목요일,S,F,30000,0,Australia
25938,Clerical,Marvin Gutierrez,1969년 10월 22일 수요일,S,M,30000,0,Australia
26182,Clerical,Brittney Liang,1958년 4월 10일 목요일,S,F,30000,0,Australia
26186,Clerical,Joanna Gill,1959년 10월 26일 월요일,S,F,30000,0,Australia
26547,Clerical,Barbara Beck,1966년 5월 9일 월요일,S,F,30000,0,Australia
27469,Clerical,Anne Gill,1966년 2월 22일 화요일,S,F,30000,0,Australia
27728,Clerical,Colleen Deng,1957년 8월 1일 목요일,S,F,30000,0,Australia
28329,Clerical,Marcus Washington,1973년 11월 6일 화요일,S,M,30000,0,Australia
29064,Clerical,Jose Butler,1966년 12월 10일 토요일,S,M,30000,0,Australia
29065,Clerical,Pamela Rodriguez,1966년 2월 21일 월요일,S,F,30000,0,Australia
29332,Clerical,Shawna Goel,1957년 8월 11일 일요일,S,F,30000,0,Australia
29337,Clerical,Hector Gomez,1958년 2월 18일 화요일,S,M,30000,0,Australia
11027,Clerical,Jessie Zhao,1966년 12월 7일 수요일,M,M,30000,0,Australia
11028,Clerical,Jill Jimenez,1966년 4월 11일 월요일,M,F,30000,0,Australia
11029,Clerical,Jimmy Moreno,1966년 12월 21일 수요일,M,M,30000,0,Australia
11039,Clerical,Marc Martin,1968년 12월 17일 화요일,M,M,30000,0,Australia
13024,Clerical,Marc Moreno,1967년 3월 9일 목요일,M,M,30000,0,Australia
13025,Clerical,Reginald Serrano,1967년 11월 19일 일요일,M,M,30000,0,Australia
13035,Clerical,Kristy Torres,1970년 11월 3일 화요일,M,F,30000,0,Australia
13136,Clerical,Virginia Martinez,1956년 11월 12일 월요일,M,F,30000,0,Australia
13156,Clerical,Bradley Lal,1960년 7월 6일 수요일,M,M,30000,0,Australia
13157,Clerical,Heidi Gonzalez,1960년 2월 23일 화요일,M,F,30000,0,Australia
13994,Clerical,Isaac Cook,1966년 7월 17일 일요일,M,M,30000,0,Australia
13997,Clerical,Raquel Hernandez,1967년 5월 24일 수요일,M,F,30000,0,Australia
14010,Clerical,Thomas Moore,1970년 8월 5일 수요일,M,M,30000,0,Australia
14073,Clerical,Gabriel Alexander,1955년 4월 27일 수요일,M,M,30000,0,Australia
14523,Clerical,Lydia Fernandez,1967년 11월 26일 일요일,M,F,30000,0,Australia
15014,Clerical,Warren Liu,1969년 7월 19일 토요일,M,M,30000,0,Australia
15015,Clerical,Randy Liu,1970년 5월 6일 수요일,M,M,30000,0,Australia
15262,Clerical,Jan Gonzalez,1960년 5월 20일 금요일,M,F,30000,0,Australia
15263,Clerical,Paige Coleman,1960년 12월 20일 화요일,M,F,30000,0,Australia
15264,Clerical,Peter Goel,1960년 12월 20일 화요일,M,M,30000,0,Australia
15438,Clerical,Arthur Rodriguez,1967년 3월 11일 토요일,M,M,30000,0,Australia
15812,Clerical,Logan Allen,1973년 10월 11일 목요일,M,M,30000,0,Australia
15828,Clerical,Robyn Ramos,1959년 11월 21일 토요일,M,F,30000,0,Australia
16026,Clerical,Byron Jiménez,1966년 7월 10일 일요일,M,M,30000,0,Australia
16027,Clerical,Anne Vazquez,1966년 8월 15일 월요일,M,F,30000,0,Australia
16028,Clerical,Cody Cooper,1966년 1월 28일 금요일,M,M,30000,0,Australia
16029,Clerical,Abby Patel,1966년 11월 8일 화요일,M,F,30000,0,Australia
16031,Clerical,Ian Allen,1967년 10월 10일 화요일,M,M,30000,0,Australia
16339,Clerical,Seth Davis,1970년 5월 2일 토요일,M,M,30000,0,Australia
16482,Clerical,Tabitha Arthur,1970년 5월 15일 금요일,M,F,30000,0,Australia
16709,Clerical,Roy Alvarez,1956년 6월 16일 토요일,M,M,30000,0,Australia
16729,Clerical,Tommy Nara,1957년 6월 13일 목요일,M,M,30000,0,Australia
16730,Clerical,Mariah Long,1957년 10월 1일 화요일,M,F,30000,0,Australia
16738,Clerical,Ramon Lu,1959년 9월 3일 목요일,M,M,30000,0,Australia
16929,Clerical,Savannah Scott,1966년 6월 12일 일요일,M,F,30000,0,Australia
17346,Clerical,Edgar Lopez,1958년 2월 7일 금요일,M,M,30000,0,Australia
17370,Clerical,Edwin Chander,1964년 7월 12일 일요일,M,M,30000,0,Australia
17478,Clerical,Renee Martin,1967년 11월 22일 수요일,M,F,30000,0,Australia
18331,Clerical,Jerry Chande,1960년 6월 8일 수요일,M,M,30000,0,Australia
18332,Clerical,Emmanuel Malhotra,1960년 1월 12일 화요일,M,M,30000,0,Australia
18334,Clerical,Edwin Ye,1961년 10월 26일 목요일,M,M,30000,0,Australia
18452,Clerical,Bruce Martinez,1968년 6월 12일 수요일,M,M,30000,0,Australia
18457,Clerical,Olivia White,1970년 1월 16일 금요일,M,F,30000,0,Australia
18732,Clerical,Zachary Jai,1952년 5월 19일 월요일,M,M,30000,0,Australia
18741,Clerical,Edgar Martinez,1956년 1월 23일 월요일,M,M,30000,0,Australia
18766,Clerical,Francisco Sai,1960년 1월 15일 금요일,M,M,30000,0,Australia
18899,Clerical,Glenn Liu,1970년 4월 28일 화요일,M,M,30000,0,Australia
18900,Clerical,Mathew Torres,1970년 10월 8일 목요일,M,M,30000,0,Australia
19650,Clerical,Sabrina Sanz,1959년 4월 27일 월요일,M,F,30000,0,Australia
19763,Clerical,Roger Lu,1970년 10월 9일 금요일,M,M,30000,0,Australia
20277,Clerical,Mary Hall,1957년 7월 28일 일요일,M,F,30000,0,Australia
20417,Clerical,Bruce Vazquez,1970년 2월 11일 수요일,M,M,30000,0,Australia
20418,Clerical,Joe Vazquez,1970년 4월 13일 월요일,M,M,30000,0,Australia
21227,Clerical,Melanie Morgan,1973년 10월 11일 목요일,M,F,30000,0,Australia
21239,Clerical,Christy Liang,1957년 11월 3일 일요일,M,F,30000,0,Australia
21254,Clerical,Tonya Black,1959년 12월 10일 목요일,M,F,30000,0,Australia
21359,Clerical,Johnny Luo,1966년 5월 27일 금요일,M,M,30000,0,Australia
21361,Clerical,Ricky Romero,1967년 3월 16일 목요일,M,M,30000,0,Australia
21362,Clerical,Angel Evans,1967년 9월 20일 수요일,M,M,30000,0,Australia
21379,Clerical,Colleen Huang,1970년 4월 8일 수요일,M,F,30000,0,Australia
21380,Clerical,Candace Sara,1970년 6월 4일 목요일,M,F,30000,0,Australia
21381,Clerical,Francis Ruiz,1970년 1월 2일 금요일,M,M,30000,0,Australia
21382,Clerical,Brad Chander,1970년 5월 24일 일요일,M,M,30000,0,Australia
22002,Clerical,Kristen Chen,1956년 8월 5일 일요일,M,F,30000,0,Australia
22017,Clerical,Sharon She,1957년 12월 9일 월요일,M,F,30000,0,Australia
22028,Clerical,Jodi Shen,1959년 11월 22일 일요일,M,F,30000,0,Australia
22150,Clerical,Damien Liang,1967년 2월 25일 토요일,M,M,30000,0,Australia
22156,Clerical,Jamie Zheng,1968년 3월 4일 월요일,M,F,30000,0,Australia
22168,Clerical,Erica Wang,1969년 5월 2일 금요일,M,F,30000,0,Australia
22170,Clerical,Cynthia Martinez,1970년 9월 18일 금요일,M,F,30000,0,Australia
22974,Clerical,Erika Vazquez,1957년 5월 17일 금요일,M,F,30000,0,Australia
23314,Clerical,Alfredo Munoz,1967년 12월 26일 화요일,M,M,30000,0,Australia
23315,Clerical,Carmen Chandra,1967년 6월 23일 금요일,M,F,30000,0,Australia
24242,Clerical,Amy Zeng,1966년 4월 6일 수요일,M,F,30000,0,Australia
24243,Clerical,Karen Lin,1966년 7월 8일 금요일,M,F,30000,0,Australia
24250,Clerical,Carmen Suri,1967년 7월 22일 토요일,M,F,30000,0,Australia
24252,Clerical,Jaclyn Xu,1967년 11월 22일 수요일,M,F,30000,0,Australia
24494,Clerical,Rafael Zhou,1957년 3월 5일 화요일,M,M,30000,0,Australia
25011,Clerical,Taylor White,1967년 8월 7일 월요일,M,F,30000,0,Australia
25919,Clerical,Dana Ramos,1966년 11월 3일 목요일,M,F,30000,0,Australia
27470,Clerical,Raquel Dominguez,1967년 3월 20일 월요일,M,F,30000,0,Australia
28098,Clerical,Roger Zhu,1967년 1월 25일 수요일,M,M,30000,0,Australia
28338,Clerical,Kristi Vance,1957년 3월 5일 화요일,M,F,30000,0,Australia
29331,Clerical,Melvin Yuan,1957년 3월 15일 금요일,M,M,30000,0,Australia
29342,Clerical,Cassie Anand,1960년 8월 20일 토요일,M,F,30000,0,Australia
11057,Management,Carl Andersen,1973년 10월 12일 금요일,M,M,70000,0,Australia
11079,Management,Donald Gonzalez,1979년 3월 11일 일요일,S,M,160000,0,Australia
11080,Management,Damien Chander,1979년 7월 17일 화요일,M,M,170000,0,Australia
11093,Management,Aimee He,1987년 9월 10일 목요일,M,F,100000,0,Australia
11147,Management,Ernest Wu,1959년 2월 5일 목요일,M,M,60000,0,Australia
11151,Management,Melinda Gill,1962년 2월 25일 일요일,S,F,60000,0,Australia
11759,Management,Dawn Nath,1989년 11월 22일 수요일,M,F,110000,0,Australia
11892,Management,Julio Ortega,1989년 10월 8일 일요일,M,M,90000,0,Australia
11893,Management,Orlando Carlson,1989년 2월 9일 목요일,M,M,90000,0,Australia
11894,Management,Ann Gonzalez,1989년 5월 4일 목요일,M,F,100000,0,Australia
11895,Management,Dustin Chander,1989년 7월 21일 금요일,M,M,100000,0,Australia
11896,Management,Frank Carlson,1989년 11월 18일 토요일,M,M,100000,0,Australia
11903,Management,Kate Raji,1989년 4월 27일 목요일,S,F,110000,0,Australia
11904,Management,Kaylee Cook,1989년 11월 9일 목요일,S,F,110000,0,Australia
11905,Management,Isaiah Ramirez,1989년 6월 16일 금요일,S,M,110000,0,Australia
11994,Management,Leah Hu,1986년 10월 22일 수요일,S,F,110000,0,Australia
12039,Management,Ricardo Nath,1963년 2월 13일 수요일,M,M,70000,0,Australia
12987,Management,Felicia Moreno,1989년 5월 12일 금요일,M,F,90000,0,Australia
12988,Management,Barbara Goel,1989년 1월 26일 목요일,S,F,90000,0,Australia
12989,Management,Carly Goel,1989년 11월 13일 월요일,M,F,100000,0,Australia
12990,Management,Leslie Hernandez,1989년 10월 15일 일요일,S,F,100000,0,Australia
13000,Management,Rafael Raje,1989년 9월 20일 수요일,M,M,110000,0,Australia
13001,Management,Clarence Zhang,1989년 9월 6일 수요일,S,M,130000,0,Australia
13115,Management,Clarence Wu,1986년 9월 27일 토요일,S,M,110000,0,Australia
13116,Management,Tyrone Diaz,1986년 5월 8일 목요일,S,M,110000,0,Australia
13117,Management,Evelyn Rodriguez,1986년 1월 11일 토요일,S,F,110000,0,Australia
13134,Management,Sara Morgan,1954년 5월 1일 토요일,S,F,50000,0,Australia
13155,Management,Jay Gutierrez,1959년 4월 11일 토요일,M,M,60000,0,Australia
13160,Management,Willie Xu,1963년 2월 7일 목요일,M,M,70000,0,Australia
13952,Management,Franklin Ye,1989년 7월 9일 일요일,M,M,90000,0,Australia
13953,Management,Theresa Munoz,1989년 3월 21일 화요일,M,F,100000,0,Australia
13959,Management,Ebony Carlson,1989년 5월 23일 화요일,M,F,120000,0,Australia
14039,Management,Nathan Wang,1979년 9월 19일 수요일,S,M,160000,0,Australia
14050,Management,Manuel Lopez,1986년 5월 16일 금요일,S,M,100000,0,Australia
14052,Management,Jorge Ma,1986년 6월 26일 목요일,S,M,110000,0,Australia
14053,Management,Tamara Huang,1986년 9월 17일 수요일,S,F,110000,0,Australia
14071,Management,Jack Li,1978년 11월 27일 월요일,S,M,90000,0,Australia
14102,Management,Lisa Huang,1962년 2월 27일 화요일,S,F,60000,0,Australia
14261,Management,Meredith Subram,1973년 2월 13일 화요일,S,F,70000,0,Australia
14262,Management,Jon He,1973년 11월 11일 일요일,M,M,70000,0,Australia
14287,Management,Derek Xie,1979년 8월 27일 월요일,S,M,150000,0,Australia
14309,Management,Orlando Sanz,1986년 5월 9일 금요일,S,M,110000,0,Australia
14310,Management,Jon Zeng,1986년 7월 22일 화요일,S,M,110000,0,Australia
14311,Management,Erik Alvarez,1986년 4월 14일 월요일,S,M,110000,0,Australia
14322,Management,Sydney Thomas,1978년 7월 10일 월요일,S,F,90000,0,Australia
14348,Management,Alex Scott,1962년 11월 16일 금요일,M,M,60000,0,Australia
14666,Management,Louis Gao,1989년 2월 10일 금요일,M,M,90000,0,Australia
14672,Management,Omar Nath,1989년 4월 9일 일요일,S,M,110000,0,Australia
14673,Management,Willie Rai,1989년 6월 23일 금요일,M,M,110000,0,Australia
15207,Management,Josue Diaz,1987년 12월 14일 월요일,S,M,100000,0,Australia
15214,Management,Amanda Jenkins,1986년 11월 16일 일요일,S,F,100000,0,Australia
15215,Management,Alberto Jiménez,1986년 9월 25일 목요일,S,M,100000,0,Australia
15234,Management,Kathleen Moreno,1978년 7월 25일 화요일,S,F,100000,0,Australia
15268,Management,Shannon Wu,1962년 10월 8일 월요일,S,F,60000,0,Australia
15586,Management,Victor Blanco,1989년 8월 27일 일요일,M,M,110000,0,Australia
15587,Management,Jessica Ward,1989년 10월 14일 토요일,M,F,110000,0,Australia
15588,Management,Kristy Alvarez,1989년 7월 7일 금요일,M,F,110000,0,Australia
15589,Management,Gilbert He,1989년 4월 15일 토요일,M,M,110000,0,Australia
15590,Management,Marshall Wu,1989년 3월 27일 월요일,M,M,120000,0,Australia
15591,Management,Darren Srini,1989년 9월 22일 금요일,S,M,120000,0,Australia
15766,Management,Priscilla Black,1979년 8월 16일 목요일,S,F,160000,0,Australia
15767,Management,George Prasad,1979년 5월 24일 목요일,S,M,160000,0,Australia
15789,Management,Steve Schmidt,1986년 8월 15일 금요일,S,F,110000,0,Australia
15823,Management,Sharon Tang,1958년 9월 24일 수요일,S,F,60000,0,Australia
15833,Management,Tabitha Kovar,1963년 3월 24일 일요일,S,F,60000,0,Australia
16156,Management,Javier Hernandez,1989년 9월 11일 월요일,M,M,90000,0,Australia
16157,Management,Cindy Raman,1989년 4월 27일 목요일,M,F,90000,0,Australia
16158,Management,Kathleen Gomez,1989년 7월 21일 금요일,M,F,100000,0,Australia
16159,Management,Mindy Goldberg,1989년 6월 21일 수요일,M,F,100000,0,Australia
16347,Management,Raul Sharma,1973년 6월 3일 일요일,M,M,70000,0,Australia
16675,Management,Kristi Arthur,1979년 6월 17일 일요일,S,F,160000,0,Australia
16690,Management,Aimee Wu,1986년 11월 2일 일요일,M,F,110000,0,Australia
16691,Management,Paula Romero,1986년 11월 6일 목요일,S,F,110000,0,Australia
16708,Management,Kellie Sanz,1978년 10월 11일 수요일,S,F,90000,0,Australia
16745,Management,Krista Moreno,1962년 11월 24일 토요일,S,F,60000,0,Australia
17045,Management,Derek Goel,1989년 7월 9일 일요일,S,M,90000,0,Australia
17046,Management,Preston Sai,1989년 9월 6일 수요일,M,M,90000,0,Australia
17047,Management,Kendra Rubio,1989년 8월 16일 수요일,M,F,90000,0,Australia
17048,Management,Natasha Gutierrez,1989년 9월 18일 월요일,S,F,90000,0,Australia
17049,Management,Krystal Lu,1989년 4월 7일 금요일,M,F,100000,0,Australia
17055,Management,Willie She,1989년 11월 9일 목요일,S,M,110000,0,Australia
17056,Management,Shaun Lal,1989년 9월 16일 토요일,S,M,110000,0,Australia
17057,Management,Tasha Raji,1989년 8월 27일 일요일,M,F,110000,0,Australia
17065,Management,Cedric Chen,1986년 4월 27일 일요일,M,M,100000,0,Australia
17277,Management,Nichole Goel,1989년 11월 16일 목요일,M,F,90000,0,Australia
17288,Management,Dwayne Torres,1989년 9월 19일 화요일,S,M,120000,0,Australia
17312,Management,Mayra Kovar,1986년 3월 28일 금요일,S,F,110000,0,Australia
17313,Management,Raquel Alonso,1986년 3월 1일 토요일,S,F,110000,0,Australia
17314,Management,Lisa Guo,1986년 4월 19일 토요일,S,F,110000,0,Australia
17352,Management,Drew Goel,1962년 5월 10일 목요일,M,M,50000,0,Australia
17353,Management,Bruce Navarro,1963년 1월 11일 금요일,M,M,60000,0,Australia
17354,Management,Ivan Garcia,1963년 8월 11일 일요일,M,M,60000,0,Australia
17515,Management,Lacey Li,1978년 1월 19일 목요일,S,F,130000,0,Australia
18238,Management,Eduardo Harris,1989년 12월 2일 토요일,M,M,90000,0,Australia
18239,Management,Alisha Zhu,1989년 7월 23일 일요일,M,F,90000,0,Australia
18240,Management,Arthur Smith,1989년 10월 4일 수요일,M,M,90000,0,Australia
18241,Management,Tony Sharma,1989년 3월 13일 월요일,M,M,90000,0,Australia
18242,Management,Christine Pal,1989년 7월 10일 월요일,M,F,90000,0,Australia
18243,Management,Cesar Sai,1989년 11월 25일 토요일,M,M,90000,0,Australia
18244,Management,Lindsay Chande,1989년 7월 6일 목요일,M,F,100000,0,Australia
18248,Management,Pedro Moreno,1989년 8월 21일 월요일,M,M,110000,0,Australia
18249,Management,Alison Chander,1989년 12월 16일 토요일,M,F,120000,0,Australia
18254,Management,Larry Martin,1986년 8월 22일 금요일,S,M,100000,0,Australia
18301,Management,Julie Xu,1978년 2월 9일 목요일,S,F,90000,0,Australia
18302,Management,Wayne Xie,1978년 8월 27일 일요일,S,M,90000,0,Australia
18303,Management,Shannon Serrano,1978년 7월 10일 월요일,S,M,90000,0,Australia
18330,Management,Kellie Diaz,1959년 3월 8일 일요일,S,F,60000,0,Australia
18337,Management,Audrey Serrano,1962년 8월 14일 화요일,S,F,50000,0,Australia
18338,Management,Nina Andersen,1962년 7월 15일 일요일,S,F,50000,0,Australia
18496,Management,Vincent Zheng,1978년 2월 5일 일요일,S,M,130000,0,Australia
18691,Management,Claudia Zheng,1989년 3월 24일 금요일,M,F,90000,0,Australia
18692,Management,Preston Mehta,1989년 2월 10일 금요일,M,M,90000,0,Australia
18693,Management,Ann Subram,1989년 6월 19일 월요일,S,F,90000,0,Australia
18694,Management,Derrick Gomez,1989년 7월 21일 금요일,M,M,90000,0,Australia
18696,Management,Mindy Black,1989년 9월 24일 일요일,M,F,100000,0,Australia
18706,Management,Darryl Zheng,1989년 5월 19일 금요일,S,M,110000,0,Australia
18707,Management,Marshall She,1989년 4월 28일 금요일,M,M,110000,0,Australia
18708,Management,Micah Zhao,1989년 11월 24일 금요일,M,M,120000,0,Australia
18709,Management,Darren Hernandez,1989년 6월 6일 화요일,M,M,130000,0,Australia
18710,Management,Ricardo Xie,1989년 8월 21일 월요일,M,M,130000,0,Australia
19555,Management,Alejandro Liu,1989년 1월 21일 토요일,M,M,90000,0,Australia
19556,Management,Shawna Andersen,1989년 7월 3일 월요일,M,F,90000,0,Australia
19568,Management,Candice Sun,1989년 9월 6일 수요일,M,F,120000,0,Australia
19604,Management,Wendy Blanco,1986년 9월 6일 토요일,S,F,110000,0,Australia
19623,Management,Cristina Tang,1978년 11월 10일 금요일,M,F,100000,0,Australia
19653,Management,Tina Gonzalez,1962년 3월 15일 목요일,M,F,50000,0,Australia
19797,Management,Clarence Liu,1978년 11월 24일 금요일,S,M,130000,0,Australia
20219,Management,Colleen Harrison,1989년 10월 21일 토요일,M,F,110000,0,Australia
20220,Management,Wendy Carlson,1989년 7월 17일 월요일,S,F,110000,0,Australia
20221,Management,Kaylee Sanders,1989년 5월 15일 월요일,M,F,120000,0,Australia
20228,Management,Raymond Arthur,1986년 6월 23일 월요일,M,M,100000,0,Australia
20242,Management,Christopher Thomas,1951년 7월 7일 토요일,M,M,120000,0,Australia
20243,Management,Tamara Ye,1986년 6월 21일 토요일,S,F,100000,0,Australia
20244,Management,Dawn Raji,1986년 5월 17일 토요일,S,F,100000,0,Australia
20245,Management,Darren Malhotra,1986년 8월 9일 토요일,S,M,100000,0,Australia
